ID,Customer_Age,Gender,Education_Level,Marital_Status,Card_Category,Months_on_book,Credit_Limit,Attrition_Flag
461,59,F,Graduate,Single,Blue,46,3044,Existing Customer
462,38,M,Unknown,Single,Blue,29,14596,Existing Customer
463,56,M,Uneducated,Single,Blue,36,3864,Existing Customer
464,35,M,Post-Graduate,Unknown,Blue,29,17030,Attrited Customer
465,50,M,Graduate,Single,Blue,44,23090,Existing Customer
466,53,M,Post-Graduate,Unknown,Blue,36,29205,Existing Customer
467,63,M,Graduate,Married,Blue,49,14035,Existing Customer
468,43,F,Uneducated,Single,Blue,24,2962,Attrited Customer
469,46,M,Unknown,Married,Blue,30,18578,Existing Customer
470,61,M,Uneducated,Single,Blue,46,2201,Existing Customer
471,37,F,Post-Graduate,Married,Blue,25,2061,Existing Customer
472,42,F,Doctorate,Married,Blue,23,24602,Existing Customer
473,41,M,Uneducated,Divorced,Blue,29,15911,Existing Customer
474,56,M,College,Single,Blue,50,16867,Attrited Customer
475,56,M,Graduate,Married,Blue,37,2783,Existing Customer
476,52,F,Post-Graduate,Single,Blue,47,2972,Attrited Customer
477,40,F,High School,Single,Blue,36,5124,Existing Customer
478,63,M,Graduate,Married,Blue,53,2880,Existing Customer
479,58,M,High School,Single,Blue,46,5579,Existing Customer
480,58,M,Unknown,Married,Blue,44,12010,Existing Customer
481,46,M,Uneducated,Divorced,Blue,36,34516,Existing Customer
482,37,F,Graduate,Married,Blue,29,4394,Existing Customer
483,46,M,Graduate,Single,Blue,35,18325,Existing Customer
484,46,F,Post-Graduate,Married,Blue,37,3773,Existing Customer
485,41,M,Graduate,Single,Blue,29,21684,Existing Customer
486,48,F,High School,Divorced,Blue,40,1919,Existing Customer
487,49,F,Graduate,Single,Blue,33,9995,Existing Customer
488,44,M,Graduate,Married,Blue,35,11910,Existing Customer
489,39,F,College,Married,Blue,36,2279,Existing Customer
490,57,M,College,Single,Blue,48,3539,Existing Customer
491,48,M,High School,Married,Blue,36,30579,Existing Customer
492,47,M,High School,Single,Blue,42,24480,Existing Customer
493,56,F,Uneducated,Divorced,Blue,52,17561,Existing Customer
494,54,F,College,Married,Blue,40,1638,Existing Customer
495,54,M,Graduate,Married,Blue,36,2947,Existing Customer
496,52,M,High School,Married,Blue,42,5738,Existing Customer
497,43,M,Unknown,Unknown,Blue,34,33304,Existing Customer
498,59,M,College,Single,Blue,48,7251,Existing Customer
499,44,M,Unknown,Married,Blue,34,2885,Existing Customer
500,56,F,College,Married,Blue,36,2641,Existing Customer
501,45,F,Graduate,Married,Blue,35,2801,Existing Customer
502,55,M,High School,Married,Blue,45,16794,Existing Customer
503,48,F,College,Divorced,Blue,41,9336,Existing Customer
504,56,F,College,Single,Blue,43,2763,Existing Customer
505,41,M,Uneducated,Married,Blue,36,17391,Existing Customer
506,65,F,High School,Married,Blue,36,3198,Existing Customer
507,34,M,Post-Graduate,Single,Blue,26,5100,Existing Customer
508,56,M,Post-Graduate,Married,Blue,39,3955,Existing Customer
509,62,F,High School,Married,Blue,48,3140,Existing Customer
510,45,F,Uneducated,Single,Blue,36,4028,Attrited Customer
511,38,F,Uneducated,Single,Blue,32,2264,Existing Customer
512,49,M,Unknown,Unknown,Blue,44,21620,Existing Customer
513,58,M,High School,Single,Blue,45,6385,Existing Customer
514,41,F,Graduate,Single,Blue,31,2375,Existing Customer
515,33,M,Graduate,Married,Blue,13,1963,Existing Customer
516,47,F,College,Single,Blue,37,4256,Existing Customer
517,56,F,Graduate,Married,Blue,49,5097,Existing Customer
518,51,M,Graduate,Single,Blue,45,3228,Existing Customer
519,49,M,Graduate,Unknown,Silver,41,20231,Existing Customer
520,50,M,Unknown,Single,Blue,39,27512,Attrited Customer
521,55,F,Unknown,Married,Blue,47,1929,Existing Customer
522,26,M,Graduate,Single,Blue,13,2585,Existing Customer
523,58,M,College,Married,Blue,47,12151,Attrited Customer
524,46,M,High School,Single,Gold,42,34516,Existing Customer
525,48,M,High School,Married,Blue,31,34516,Existing Customer
526,42,M,Uneducated,Divorced,Blue,32,5504,Existing Customer
527,37,M,Graduate,Married,Blue,28,10021,Existing Customer
528,63,F,Unknown,Married,Blue,49,3558,Existing Customer
529,50,M,High School,Single,Silver,44,19853,Existing Customer
530,41,F,High School,Single,Blue,31,4969,Existing Customer
531,48,F,Graduate,Divorced,Blue,40,3117,Existing Customer
532,46,M,College,Single,Blue,41,21526,Existing Customer
533,61,M,High School,Single,Blue,51,5504,Existing Customer
534,59,F,Unknown,Married,Blue,53,5512,Existing Customer
535,53,F,Doctorate,Married,Blue,39,1438.3,Attrited Customer
536,39,F,Doctorate,Unknown,Blue,28,7262,Existing Customer
537,51,M,High School,Married,Blue,40,7319,Existing Customer
538,45,M,Graduate,Married,Blue,25,1438.3,Attrited Customer
539,48,M,Unknown,Single,Blue,30,7712,Existing Customer
540,47,M,Graduate,Married,Blue,37,2053,Existing Customer
541,41,M,High School,Married,Blue,32,12804,Existing Customer
542,48,M,College,Married,Blue,36,26443,Existing Customer
543,50,F,Graduate,Single,Blue,36,3125,Existing Customer
544,56,F,Post-Graduate,Married,Blue,48,4930,Existing Customer
545,39,F,College,Single,Blue,36,9476,Existing Customer
546,47,M,Graduate,Married,Blue,37,11722,Existing Customer
547,44,M,Graduate,Single,Blue,33,13301,Existing Customer
548,61,F,Unknown,Married,Blue,47,1438.3,Existing Customer
549,43,F,Post-Graduate,Married,Blue,37,1438.3,Attrited Customer
550,59,M,High School,Married,Blue,36,6705,Attrited Customer
551,42,F,Uneducated,Married,Blue,31,22718,Existing Customer
552,40,M,Unknown,Divorced,Gold,28,23981,Existing Customer
553,65,M,Unknown,Married,Blue,56,2318,Existing Customer
554,48,M,College,Married,Blue,29,19324,Existing Customer
555,44,M,Graduate,Single,Blue,34,5331,Existing Customer
556,36,F,Unknown,Married,Blue,31,15700,Existing Customer
557,45,M,Graduate,Single,Blue,30,17625,Existing Customer
558,39,M,Graduate,Married,Blue,34,17438,Existing Customer
559,40,M,College,Unknown,Blue,25,1962,Existing Customer
560,62,M,High School,Married,Blue,56,8077,Attrited Customer
561,26,M,Graduate,Single,Blue,13,3290,Existing Customer
562,60,M,Uneducated,Single,Blue,53,2402,Existing Customer
563,54,F,Doctorate,Single,Blue,42,9256,Existing Customer
564,62,M,Graduate,Married,Blue,36,3674,Existing Customer
565,57,M,College,Married,Blue,50,6462,Attrited Customer
566,59,M,Graduate,Single,Blue,48,1638,Existing Customer
567,46,M,Graduate,Single,Blue,38,4335,Existing Customer
568,44,M,High School,Single,Blue,32,3233,Existing Customer
569,48,M,Unknown,Single,Blue,36,11862,Attrited Customer
570,43,M,Uneducated,Divorced,Silver,24,34516,Existing Customer
571,57,M,Uneducated,Married,Blue,38,19802,Existing Customer
572,46,M,College,Unknown,Blue,36,24869,Existing Customer
573,40,M,High School,Unknown,Blue,36,3624,Existing Customer
574,54,M,Unknown,Married,Blue,36,6175,Existing Customer
575,57,F,Graduate,Single,Blue,48,10953,Existing Customer
576,44,M,Graduate,Married,Blue,28,11338,Existing Customer
577,47,F,Doctorate,Married,Blue,35,5544,Existing Customer
578,47,M,Doctorate,Married,Blue,36,19665,Existing Customer
579,50,F,High School,Married,Blue,43,2927,Existing Customer
580,53,F,College,Married,Blue,33,5146,Existing Customer
581,56,M,College,Married,Blue,44,1704,Attrited Customer
582,55,M,High School,Married,Blue,46,1438.3,Attrited Customer
583,53,F,High School,Married,Blue,36,2974,Existing Customer
584,61,M,Unknown,Married,Blue,49,5472,Attrited Customer
585,57,M,High School,Married,Blue,38,2736,Existing Customer
586,50,M,Graduate,Married,Blue,37,1438.3,Existing Customer
587,56,F,Unknown,Married,Blue,45,5406,Existing Customer
588,52,M,Graduate,Single,Blue,44,34516,Existing Customer
589,60,M,Graduate,Married,Blue,36,1976,Existing Customer
590,49,M,Uneducated,Married,Blue,40,8714,Existing Customer
591,46,F,Doctorate,Divorced,Blue,41,8693,Existing Customer
592,42,M,Uneducated,Married,Blue,36,9247,Existing Customer
593,45,M,High School,Married,Blue,33,7717,Existing Customer
594,45,F,Uneducated,Married,Blue,38,4908,Attrited Customer
595,44,F,Doctorate,Married,Blue,38,7222,Attrited Customer
596,61,M,Uneducated,Single,Blue,48,21740,Existing Customer
597,55,M,Uneducated,Married,Blue,44,2323,Attrited Customer
598,44,M,Unknown,Divorced,Blue,29,7788,Existing Customer
599,55,F,Unknown,Married,Blue,36,1438.3,Attrited Customer
600,57,M,Unknown,Married,Blue,36,23700,Existing Customer
601,45,M,Doctorate,Married,Blue,40,11710,Existing Customer
602,57,F,High School,Married,Blue,45,2278,Existing Customer
603,31,M,Uneducated,Married,Blue,22,4048,Existing Customer
604,34,F,Graduate,Married,Blue,24,3663,Existing Customer
605,53,F,Graduate,Single,Blue,36,1438.3,Attrited Customer
606,35,F,College,Single,Blue,28,3518,Existing Customer
607,44,F,Graduate,Married,Blue,36,1717,Existing Customer
608,50,M,Graduate,Married,Blue,45,16813,Existing Customer
609,33,M,Post-Graduate,Married,Blue,25,16434,Existing Customer
610,50,M,Graduate,Single,Blue,45,21872,Existing Customer
611,51,M,High School,Married,Blue,41,15897,Existing Customer
612,56,F,Unknown,Married,Blue,46,4271,Existing Customer
613,55,F,Graduate,Single,Blue,29,7361,Existing Customer
614,26,M,College,Single,Blue,36,1438.3,Existing Customer
615,42,F,Graduate,Married,Blue,33,8628,Existing Customer
616,54,M,College,Married,Blue,44,18750,Existing Customer
617,44,F,Graduate,Married,Blue,36,21242,Existing Customer
618,65,F,Graduate,Married,Blue,56,2961,Existing Customer
619,38,F,High School,Married,Blue,29,11327,Existing Customer
620,58,M,High School,Married,Blue,40,8308,Existing Customer
621,39,F,Post-Graduate,Married,Blue,28,3249,Existing Customer
622,52,M,High School,Married,Blue,36,2981,Existing Customer
623,45,F,Graduate,Married,Blue,31,8829,Existing Customer
624,42,M,Unknown,Single,Blue,33,3714,Existing Customer
625,42,M,College,Married,Blue,28,7340,Attrited Customer
626,57,M,Post-Graduate,Married,Blue,51,16952,Existing Customer
627,55,M,Doctorate,Single,Blue,35,20865,Attrited Customer
628,44,F,College,Unknown,Blue,25,3083,Existing Customer
629,37,F,Graduate,Married,Blue,24,10584,Existing Customer
630,50,F,Unknown,Married,Blue,42,2240,Existing Customer
631,51,M,Graduate,Married,Blue,40,12240,Existing Customer
632,37,M,Graduate,Married,Blue,21,5120,Existing Customer
633,36,F,Graduate,Married,Blue,24,3124,Existing Customer
634,51,F,High School,Married,Silver,36,11261,Existing Customer
635,65,M,Uneducated,Married,Blue,56,2468,Existing Customer
636,43,M,College,Married,Blue,28,22157,Existing Customer
637,46,M,Graduate,Married,Blue,32,11477,Existing Customer
638,43,F,Graduate,Married,Blue,33,3933,Existing Customer
639,56,M,Graduate,Married,Blue,50,8022,Existing Customer
640,43,M,Unknown,Single,Blue,34,13771,Existing Customer
641,53,M,Graduate,Single,Blue,48,30271,Attrited Customer
642,50,M,High School,Unknown,Blue,41,3244,Existing Customer
643,43,F,Graduate,Married,Blue,36,2936,Existing Customer
644,54,M,High School,Married,Blue,36,1438.3,Existing Customer
645,33,M,Unknown,Married,Blue,25,6242,Existing Customer
646,58,F,Uneducated,Married,Blue,49,6175,Existing Customer
647,41,M,Graduate,Single,Blue,26,11806,Existing Customer
648,48,M,Post-Graduate,Single,Blue,39,4734,Existing Customer
649,55,M,High School,Single,Blue,36,6244,Existing Customer
650,54,F,Graduate,Married,Blue,45,1438.3,Attrited Customer
651,51,F,Post-Graduate,Divorced,Platinum,34,34516,Existing Customer
652,35,M,Graduate,Single,Blue,24,23561,Existing Customer
653,50,M,Uneducated,Single,Blue,36,24742,Existing Customer
654,55,M,High School,Married,Blue,41,27560,Attrited Customer
655,45,F,College,Divorced,Blue,35,5923,Existing Customer
656,34,M,Uneducated,Married,Blue,36,8581,Existing Customer
657,55,F,Graduate,Married,Blue,41,3156,Existing Customer
658,48,F,Unknown,Married,Blue,36,7151,Attrited Customer
659,46,M,Graduate,Married,Blue,35,1535,Existing Customer
660,61,F,Graduate,Married,Blue,56,2122,Attrited Customer
661,48,M,Uneducated,Unknown,Blue,35,17131,Existing Customer
662,51,F,Graduate,Married,Blue,42,5822,Existing Customer
663,39,M,Doctorate,Married,Blue,29,3537,Existing Customer
664,43,M,Graduate,Married,Blue,33,34516,Existing Customer
665,53,M,Graduate,Single,Blue,47,16320,Existing Customer
666,38,M,High School,Married,Blue,36,2407,Existing Customer
667,49,F,High School,Single,Blue,43,3538,Existing Customer
668,37,F,Unknown,Married,Blue,31,2684,Existing Customer
669,53,M,Graduate,Single,Blue,36,34516,Existing Customer
670,46,M,Post-Graduate,Single,Silver,40,15459,Existing Customer
671,44,F,Uneducated,Single,Blue,36,4307,Existing Customer
672,50,F,Unknown,Single,Blue,46,2081,Existing Customer
673,58,F,Uneducated,Married,Blue,47,2848,Existing Customer
674,55,M,High School,Single,Blue,51,34516,Existing Customer
675,44,M,College,Unknown,Blue,35,6361,Existing Customer
676,57,M,High School,Married,Blue,38,15428,Existing Customer
677,57,M,High School,Married,Blue,48,2544,Existing Customer
678,48,M,High School,Married,Blue,42,9959,Attrited Customer
679,51,M,Graduate,Single,Blue,39,8796,Existing Customer
680,53,F,Uneducated,Married,Blue,48,3428,Existing Customer
681,45,F,Doctorate,Single,Blue,36,1438.3,Existing Customer
682,41,M,Post-Graduate,Married,Blue,32,18001,Existing Customer
683,51,F,Graduate,Single,Blue,42,2680,Existing Customer
684,46,F,High School,Married,Blue,35,4675,Existing Customer
685,40,F,College,Married,Blue,35,2448,Existing Customer
686,33,M,Doctorate,Married,Blue,28,4049,Existing Customer
687,53,M,High School,Single,Blue,38,8154,Existing Customer
688,63,M,High School,Married,Blue,36,4559,Existing Customer
689,61,M,Uneducated,Single,Blue,36,19354,Existing Customer
690,56,M,High School,Married,Blue,46,2340,Attrited Customer
691,53,M,Graduate,Single,Blue,47,13848,Existing Customer
692,62,F,Graduate,Married,Blue,52,2490,Attrited Customer
693,50,F,Unknown,Married,Silver,36,32156,Existing Customer
694,37,M,Graduate,Married,Blue,30,2578,Existing Customer
695,62,F,Graduate,Married,Blue,52,9050,Existing Customer
696,49,M,Uneducated,Single,Silver,41,34516,Existing Customer
697,57,F,High School,Married,Blue,51,8362,Existing Customer
698,55,M,High School,Married,Blue,36,6514,Existing Customer
699,50,M,Graduate,Married,Blue,42,4051,Existing Customer
700,48,M,College,Married,Blue,37,11959,Existing Customer
